Edition,Date Published,Link to Newsletter,Title,Tools Tested,Newsletter,LinkedIn Post,Website Header,Website Summary
11,10/28/2025,https://www.linkedin.com/pulse/chatgpt-atlas-edition-part-1-privacy-paradox-wants-your-bella-zt1ge,ChatGPT Atlas Edition - Part 1: The Privacy Paradox - ChatGPT Wants Your Browser History,Tool: Atlas (ChatGPT Browser),"What happened

OpenAI's new ChatGPT Atlas browser is here, and the onboarding process reads like a privacy consent form at a therapist's office. The setup flow immediately asks users to import their browsing data from Safari or Chrome, enable ""browser memories"" that track your web activity, and even set ChatGPT as your default browser. The pitch: let ChatGPT remember ""useful details as you browse to give smarter responses and proactive suggestions.""

The screenshots that made me pause

The ""Turn on browser memories"" screen promises ChatGPT will search your web history to find that fantasy football draft document you used last year. It can allegedly find coupons based on your zip code and help you draft emails right in form fields. The kicker? A ""Boost ChatGPT Limits"" offer if you make it your default browser - 7 days of extended limits on messaging, file uploads, and image generation.

The privacy fine print

To OpenAI's credit, they're transparent about the controls: you can hide specific websites from ChatGPT, view and manage your data anytime, and supposedly everything stays private to your account. They even offer ""logged out"" mode for their Agent feature, acknowledging that having ChatGPT access your logged-in sites ""may introduce risk.""

Why it matters

This is the most aggressive push we've seen from a major AI company to integrate directly into users' browsing habits. It's not just about answering questions anymore - it's about becoming your digital co-pilot with access to your entire online footprint. The value proposition is clear: hyper-personalized AI assistance. The cost? Your browsing history, shopping patterns, and digital exhaust.

What I did (and why)

Skip, skip, skip, ""Start logged out."" Call me paranoid, but handing over my Safari passwords and payment info to an AI company feels like giving your house keys to a brilliant but unpredictable roommate. Sure, they promise to be responsible, but...

Tomorrow: What happens when you actually try to use Atlas for real-world tasks (spoiler: hope you have time to kill).",,,
12,10/29/2025,https://www.linkedin.com/pulse/atlas-edition-part-2-watching-paint-dry-ai-restaurant-bella-7xccc,ChatGPT Atlas Edition - Part 1: The Privacy Paradox - ChatGPT Wants Your Browser History,,"What happened

Armed with ChatGPT Atlas, I set out on what should have been a simple task: book restaurant reservations for a weekend trip with B-school friends. Specific requirements: party size, availability, and restaurants known for particular dishes. What followed was a masterclass in AI inefficiency.

The painful reality

Atlas methodically checked restaurant availability like a determined but slow detective, loading each restaurant's reservation system, checking dates, checking times, checking party sizes. I literally had to leave it running and go do other things - twice. By the time it finished, I could have called three restaurants and charmed my way into reservations.

The irony

Here's the thing: Atlas was thorough. It checked multiple restaurants, cross-referenced availability with our requirements, and even noted which places were known for specific dishes. But watching it navigate each website felt like teaching your grandparent to use Instagram - technically successful, but painfully slow.

Why this matters

This is the automation paradox in real-time. Yes, AI can do the task. No, it's not faster than a human who knows what they're doing. The promise of AI agents is that they'll handle mundane tasks while we do more important things. But if those mundane tasks take 3x longer, are we really winning?

The cognitive load question

There's also the mental overhead of wondering ""Is it done yet? Did it error out? Should I check?"" It's like having an intern who might be brilliant or might be blindly copy-pasting chatbot responses, you never quite know until you check their work.

Tomorrow: Atlas searches for Airbnbs with very specific requirements (spoiler: I could have done it faster, but at least I didn't have to).",,,
13,11/3/2025,https://www.linkedin.com/pulse/using-genai-prepare-partnership-conversation-kimberly-bella-onhbc,Using GenAI to Prepare for a Partnership Conversation,Tool 1: Perplexity - Cost: Free Daily Researcher Access - Tool 2: ChatGPT Research - Cost: $20/month Plus Plan - Tool 3: Gamma – Cost: Free Version,"This week’s experiment explored how GenAI can speed up and elevate partnership preparation, not just by summarizing a company’s data, but by helping you think like their business.

I wanted to approach a potential partner conversation with real context, understanding how they make money, what their recent acquisitions reveal about their strategy, and how their tech roadmap connects to emerging data opportunities.

In under an hour, both ChatGPT and Perplexity produced what felt like mini-consulting reports: business model, revenue streams, client pain points, and smart conversation prompts. 

Did Perplexity spend an entire paragraph in the executive summary explaining how it determined that the company I asked about, was in fact, the company I wanted it to analyze? It sure did, and while completely unnecessary, the logic was sound.

That interesting choice aside, both tools helped me reframe the meeting itself, from an intro chat to a strategic exchange about shared growth opportunities.

Instead of asking what do you do? the conversation shifted to:

“How can we collectively create more value for clients, faster, and more responsibly?”
That shift turned a routine partnership meeting into a co-design session.

I also popped the highlights of the analysis into Gamma to spin up an aesthetically pleasing conversation guide to help keep the discussion on track.

💡 Takeaway: GenAI doesn’t replace preparation; it amplifies it. When you use it to see the world through your partner’s eyes, every conversation becomes a chance to explore what’s possible together.

Meta-Experiment: Enhancing the Experiment

Iteratively refining this post, including text and visuals, became its own GenAI experiment. Each round of collaboration turned insight into design, and design into a reusable framework.

💡Lesson: GenAI isn’t just a writing partner. It’s a co-designer in clarity, tone, and impact.",,,
14,11/5/2025,https://www.linkedin.com/pulse/when-ai-gets-creative-little-too-gamma-vs-chatgpt-experiment-bella-cwngc,When AI Gets Creative (A Little Too Creative): The Gamma vs. ChatGPT Experiment,,"I just had one of those ""this is why we can't have nice things"" moments with AI.

The Setup 

I decided to create a slide deck about some well-known, high-profile books. The kinds of books with tons of data floating around the internet. Should be easy, right? I wanted book covers, author photos, author names, and some solid quotes from reputable reviewers. Basic stuff. 

Enter Gamma (with ChatGPT-5 beta agent) 

Here's where it gets wild. I used Gamma's AI Agent (beta) feature, which supposedly runs on ChatGPT5. And it fully hallucinated almost everything. 

I'm not talking about small errors or slightly off information. I mean: 

Made-up book covers 
Wrong author names 
Fabricated author photos 
Completely invented book quotes 
Completely invented a book that was not even listed in the prompt

Like, not even close. It was confident though! Gave me everything I asked for with the audacity of someone who absolutely knows what they're talking about. Except none of it was real. 

Article content
Example of Gamma hallucination with annotation
Plot Twist: ChatGPT Does It Right (Mostly) 

So I took the exact same prompts and ran them through ChatGPT directly (paid version). And boom, it delivered everything I needed. Real book covers with image links. Actual author photos. Proper citations. It was like night and day. 

But Wait, There's More 

Here's the funniest part: ChatGPT mixed up the quotes. I asked for quotes from reputable book reviewers, and instead it gave me: 

A quote about Karen Hao's book... from Andrew Wu 
A quote about Andrew Wu's book... from Karen Hao
And for The Age of Surveillance Capitalism? It gave me a quote from Shoshana Zuboff... the actual author of the book, praising her own work 

The authors were reviewing each other's books, and one was apparently reviewing her own? Not exactly what I meant by ""reputable book reviewer source,"" but at least these people actually exist! 

What Does This Tell Us? 

This experiment was a masterclass in why the tool matters, even when the underlying model is supposedly the same. Gamma's implementation of what should be powerful AI completely failed at basic fact retrieval, while ChatGPT's interface, with its ability to search and verify information, got me 90% of the way there. 

It's a good reminder that we're still in the ""trust, but verify"" era of AI. And maybe keep your screenshots of the hallucinations for a good laugh later. 

Have you had any wild AI hallucination experiences lately? I'd love to hear your stories!",,,
15,11/7/2025,https://www.linkedin.com/pulse/custom-instructions-combat-genai-hallucinations-kimberly-bella-rd2gc,Custom Instructions to Combat GenAI Hallucinations,"Tools: Claude, Gemini, ChatGPT, Perplexity, Duck.ai","On Wednesday I shared an example of a wild hallucination that resulted from the Gamma implementation of GPT5. Today, I'd like to share some tips on how to use custom instructions in the models you use to help reduce the hallucination risk and get better outputs.

One of the biggest challenges in working with Large Language Models (LLMs) is the risk of hallucinations—outputs that sound plausible but are factually incorrect or poorly sourced.

The good news? A simple technique can drastically reduce this: Custom Instructions.

What Are Custom Instructions?

Custom Instructions are persistent, high-level directives you set within a GenAI tool (like ChatGPT, Gemini, Claude, and others) that the model considers for every single prompt in that conversation or session.

Think of them as your AI's permanent ""trust and verification"" protocol. By leveraging this feature, you move beyond basic prompting to program the model's core behavior.

How to Use Them to Stop the Lies

You can instruct the AI to adopt a strict, evidence-based mindset. Here are three powerful, actionable instructions you can implement today to get more trustworthy outputs:

Directive: Strict Sourcing

Goal: Enforce grounding in verifiable data.
Example Instruction: ""You must only use information you can cite. If you cannot find a source, state 'Source not available' instead of guessing.""

Directive: Confidence Scoring

Goal: Make the AI flag its own uncertainty.
Example Instruction: ""For any factual claim, assign a confidence score (on a 1-10 scale). Only include claims with an 8 or higher in the final output.""

Directive: Citation Requirement

Goal: Demand inline references for all data and statistics.
Example Instruction: ""Ensure immediate, transparent traceability.""Always include in-line or numbered citations (even for web-search results) for any specific data, statistic, or quote.""

Pro Tip: If you are writing fiction or want to do a creative brainstorming session that pushes the boundaries of reality with a LLM, you may want to remove the suggested custom instructions in those cases
The Power of Persistence

The real value of custom instructions is that they don't need to be repeated. Once set, the AI's internal logic is persistently recalibrated, leading to a more consistent and reliable experimental partner.

By being explicit about your need for accuracy, sourcing, and transparency, you teach the model to prioritize evidence over fluency, transforming it from a creative storyteller into a rigorous research assistant.

Here is how to set custom instructions on some of the major systems (at the time I wrote this newsletter)

1. Claude (by Anthropic)

Click on the gear icon > Settings > General > add your instructions to the ""What personal preferences should Claude consider in responses?""

Article content
Claude Custom Instructions
2. Gemini (by Google)

Click on the gear icon > Instructions for Gemini > slide the toggle to the right > ""Add"" > add your instructions.

Article content
3. ChatGPT (OpenAI)

Click on your name on the bottom left corner > Settings > Personalization > Enable customization > add your instructions

Article content
4. Perplexity

I cannot yet figure out how to set these instructions in Perplexity, the only thing I can find is an option to give it personal details about me, not to improve the model itself. If I figure it out, I will post it.

5. Duck.ai (by DuckDuckGo)

Duck.ai's approach is slightly different: it focuses on setting the tone, length, or role (like ""Chef"" or ""Teacher"") directly within the chat interface, rather than a separate, custom instruction panel like ChatGPT's.

In the search box, click Customize > scroll down > add your custom instructions > Apply

Article content

",,,
16,11/11/2025,https://www.linkedin.com/pulse/when-ai-looks-your-fridge-kimberly-bella-abarc,When AI looks in your Fridge,Tool used: GPT-5 with image input - Time: 20 minutes - Cost: Free with ChatGPT Plus,"Last night's experiment started with a simple idea: could a large language model make something useful out of the chaos in my fridge after a busy weekend?

I took a photo of it and uploaded it to GPT-5. No description, no context, just the image.

What came back was polite and unremarkable: suggestions for kimchi fried rice, brie “risotto,” egg skillets, and cheese plates. None of it was wrong, but none of it was particularly creative either. It felt like the AI equivalent of a Pinterest search result—technically competent, contextually shallow.

Then I asked a better question: What should I eat first?

That answer was stronger. It listed the foods most likely to spoil first, sprouts (which are actually micro-greens), soft cheese, cut fruit and grouped the rest by shelf life. That was actually useful, if only because it reflected something closer to how I think when I open the fridge.

Still, the experience didn’t feel intelligent. It felt procedural.

The Moment That Stood Out

I asked why it assumed I had rice. None was visible in the image.

GPT-5 explained that kimchi, eggs, and butter usually suggest rice as a pantry staple. A fair inference, but then I noticed something it had skipped: a sealed bag of meat clearly visible on a shelf.

It had inferred rice that wasn’t there and ignored the meat that was.

When I asked about it directly, it said it couldn’t tell what was inside the bag and didn’t want to risk suggesting the wrong thing. From a safety perspective that’s defensible. From a reasoning perspective it’s a miss.

AI doesn’t only hallucinate by fabricating facts. It also hallucinates by filling in blanks selectively, making confident assumptions about what “should” exist while omitting the uncertain or inconvenient. It is, in other words, an editor of reality as much as an inventor of it.

The Reveal

The mystery bag contained cooked baby back ribs. Once I shared that, the system immediately shifted: rib salads, rib-and-egg skillets, low-carb brie melts. These were better, more grounded, more specific.

But the improvement only happened after I asked the right question. It never asked me.

The Takeaway

This wasn’t really about dinner. It was about how GenAI performs under partial information.

GPT-5 wasn’t wrong about what it saw. It just didn’t know what to do with what it couldn’t see. It inferred where it felt safe and stayed silent where it felt uncertain.

That gap between confidence and curiosity is where human judgment still matters.

If you want useful output, you have to notice what it ignored, point to the opaque bag, and say, “You missed something.”

Outcome: Three mediocre meal ideas and one clear reminder that AI still needs human inquiry to close the gap between what’s visible and what’s true.",,,
17,11/14/2025,https://www.linkedin.com/pulse/when-ai-data-extraction-becomes-more-work-than-doing-manually-bella-bxsnc,When AI Data Extraction Becomes More Work Than Doing It Manually,Tool: Microsoft Copilot - Cost: Included with Microsoft 365 subscription (pricing varies by plan),"The promise: AI will automate tedious tasks like extracting data from PDFs into spreadsheets.

The reality: I spent hours trying to get Microsoft Copilot to extract data from a 60-page PDF document, only to have it tell me to wait for excel files that never came and then crash on page six.

The Experiment

I had what seemed like a straightforward task: extract names and other details from a 60-page PDF document into an Excel table.

But this wasn't a clean, perfectly formatted document. The rows varied in height and many fields were blank. The formatting was inconsistent throughout. This is the kind of messy real-world data that makes manual extraction tedious and time-consuming, exactly the scenario where AI tools promise to shine.

I uploaded the PDF to Copilot and asked it to extract the data into a table format.

My first attempt was a failure. Copilot couldn't even process the first row correctly, forget about the entire document. Fair enough. Sixty pages of inconsistent data is a lot to handle. 

I adjusted my approach and asked Copilot to extract just the first page into a table, which worked. The table appeared with the data properly organized, and I exported it to Excel successfully.

Encouraged, I tried to process the remaining 59 pages which failed miserably. I scaled back further, pages 2 through 5 only and failed again.

At this point, I was hours into what I'd hoped would be an automation task. I pivoted to an even more tedious approach: processing each page individually.

Pages 2, 3, 4, and 5 worked when handled one at a time. Progress was painfully slow, but at least it was progress. Then I reached page six, where copilot failed and crashed entirely.

I then tried the same task in Gemini 2.5 Pro which told me the PDF was too complex to process into an excel file, still not what I needed, but at least it was honest.

What This Experiment Reveals

The task difficulty matters, but so does the tool's ability to communicate limitations. Yes, extracting data from inconsistent PDFs is genuinely difficult. But Copilot never indicated what it could or couldn't handle. It simply failed silently, leaving me to guess at solutions through trial and error.

Inconsistent performance creates workflow chaos. Copilot handled page one perfectly, then couldn't process multiple pages together, then worked on individual pages, then crashed on page six. Without any pattern or explanation, I couldn't develop an efficient workflow.

AI ""automation"" required constant supervision. Instead of setting Copilot loose on the document, I had to manually test different approaches, adjust requests, export results after each success, and restart after each failure. This wasn't automation, it was ""assisted manual labor"" that may have taken longer than doing it manually from the start.

Complex real-world scenarios expose AI limitations. The messy formatting in this PDF represents typical business documents. If AI tools can only handle pristine data, their practical value for everyday tasks is questionable.

Key Takeaways

Extracting data from inconsistent PDFs is legitimately difficult, but AI tools should communicate their limitations rather than failing silently
""AI-powered"" features often require significantly more human intervention than marketing suggests
Unpredictable performance makes it impossible to estimate time or plan workflows around AI tools
For messy, critical work, traditional methods or specialized extraction tools may still be more reliable
The gap between AI capability and AI usability remains significant for common business tasks

The Bottom Line:

Microsoft Copilot turned a difficult but potentially automatable task into an hours-long troubleshooting session that ended in a crash. While the complexity of the source document was real, the tool's inability to handle it consistently, or even explain its limitations, made the experience more frustrating than just doing the work manually.

AI tools are getting better at handling complex tasks, but they're not yet reliable enough to trust with messy real-world data.",,,
18,11/17/2025,https://www.linkedin.com/pulse/after-week-mixed-results-ai-delivers-something-my-kid-kimberly-bella-wyrkc,"After a Week of Mixed Results, AI Delivers Something My Kid Actually Loves",Tool tested: Claude Artifacts - Cost: Claude Pro subscription ($20/month) - Time to create: About 10 minutes - Success level: Exceeded expectations,"Last night's experiment started with homework frustration and ended with genuine delight, the kind where my seven-year-old actually asked to do more word practice. If you're a parent who's witnessed the homework meltdown phenomenon, you know this borders on miraculous.

Here's what happened: My daughter was working on finding ""juicy words"" for her writing assignment. You know the drill: replace boring words with exciting ones. ""Big"" becomes ""enormous."" ""Said"" becomes ""exclaimed."" Standard second-grade stuff that somehow turns into a 45-minute battle of wills.

Instead of our usual routine (me suggesting words while she insists they're ""not juicy enough""), I decided to try something different. I opened Claude and asked it to create an interactive Juicy Word Finder tool using Artifacts.

Within minutes, we had a custom tool where she could type in any boring word and get a ""juicy"" alternative. But here's where it got interesting, and where AI showed its actual value rather than its marketing promises.

When my daughter wanted to know what ""plummeted"" meant (one of the juicy alternatives for ""fell""), I asked Claude for the definition. Without any prompting from me about age-appropriate language, Claude recognized from our conversation that this was for a second grader and automatically provided definitions in simple, clear language she could understand.

Instead of ""plummeted: to fall perpendicularly or abruptly,"" we got ""plummeted: fell down really fast, like dropping straight down from the sky.""

That is intelligent context awareness. Not the kind vendors talk about in their demos, but the kind that actually matters in real-world use.

What worked:

The tool was genuinely interactive: my daughter controlled it herself, typing in words and seeing instant results
Definitions were automatically calibrated to a seven-year-old's comprehension level
The visual feedback (colorful interface, immediate responses) kept her engaged
She felt ownership over the process since she was ""driving"" the tool

What this reveals: This experiment highlighted something I've been noticing across multiple tests: AI tools excel when they can leverage context naturally rather than through explicit instructions. I never told Claude to ""write definitions for a second grader."" It inferred this from our conversation flow and adjusted accordingly.

Compare this to my recent Microsoft Copilot PDF experiment, where explicit instructions to extract specific data failed spectacularly. The difference? Claude was working within its strength zone (understanding conversational context and generating appropriate responses) while Copilot was trying to perform precise data extraction, a task that exposed its limitations.

The bigger picture: Too often, we try to force AI tools to replace existing workflows entirely. Last night's success came from using AI as a creative supplement to homework time, not a replacement for learning. My daughter still had to think about which words needed jazzing up. She still had to choose which alternatives fit her sentences. The tool just made the discovery process more engaging and accessible.

Today's question: Could this same approach work for other homework challenges? Math word problems translated into kid-speak? Science concepts explained through their favorite characters? The potential is intriguing, but as always, the real test will be in the implementation.

For now, though, I'm calling this one a win. Not because the AI was revolutionary, but because it did exactly what good technology should do: it made a frustrating task easier and more enjoyable for its user. Even if that user is eight and thinks K-Pop Demon Hunters is cinematic gold.",,,
19,11/20/2025,https://www.linkedin.com/pulse/when-ai-becomes-your-holiday-shopping-assistant-claude-kimberly-bella-zyprc,When AI Becomes Your Holiday Shopping Assistant: Claude Voice Mode Edition,Tool tested: Claude Voice Mode - Cost: Claude Pro subscription ($20/month) - Time spent: About 20 minutes of conversation while driving - Success level: Genuinely helpful ,"Yesterday's experiment started during my drive to daycare pickup and ended with an actual shopping plan I might follow. If you've ever stared at a gift list for 8 family members and felt your soul leave your body, you know this borders on miraculous.

Here's what happened: I needed to plan holiday gifts for my extended family's Thanksgiving visit. Eight people. A modest budget per person. Everyone with different interests ranging from ""likes tea"" to ""health-conscious flight attendant who's also frugal."" You know, the kind of gift list that turns into decision paralysis and midnight Amazon panic-buying.

Instead of my usual routine (opening 47 browser tabs and getting overwhelmed), I decided to try Claude Voice Mode during my drive. Just talking through the problem like I would with a friend who's really good at gift ideas, except this friend doesn't judge me for forgetting what half my relatives are interested in.

What started as ""I need holiday gifts"" turned into a natural conversation where I could think out loud. ""One of my aunts likes tea. Another aunt likes cozy things. My uncle really likes coffee. Another uncle is a foodie but I don't know what his wife likes except she works at a craft store.""

The AI asked clarifying questions, then searched for current 2025 holiday products within my budget. When I mentioned one aunt is a health-conscious flight attendant, it immediately pivoted to travel wellness items like TSA-approved essential oil rollerballs and vitamin spray packets.

But here's where it got interesting. When we got to the aunt who works at a craft store, the AI initially suggested craft supplies and seasonal decorating items. You know, things you'd find at... a craft store. I had to actually point out ""she works at a craft store, she doesn't want anything from a craft store.""

The response? ""Good point! Since she works there, she probably sees all that stuff every day."" Then it immediately pivoted to suggesting our local bookstore instead, especially since she likes to read.

That moment perfectly captured both AI's limitations and its strengths. It didn't automatically infer ""works at Store X = don't suggest gifts from Store X."" That required explicit correction. But once corrected, it adapted instantly and found a genuinely better alternative based on other context clues from our conversation.

What worked:

Voice Mode let me think out loud while keeping my eyes on the road, interrupting myself and adding details as I remembered them
It caught that I prefer shopping in-store to see quality firsthand, then suggested actual local businesses instead of defaulting to Amazon links
Once corrected on the craft store issue, it didn't just acknowledge the mistake but actively used that information to pivot the entire recommendation strategy

What this reveals:

The craft store moment is instructive. The AI was technically correct that someone interested in crafts might enjoy craft supplies. It just couldn't make the social inference that getting someone a gift from their own workplace is awkward. That required human judgment.

But once I provided that context, it actively incorporated it into the planning. That's the real value here: not replacing human judgment, but accommodating the messy, nonlinear way we actually think through problems. I didn't start with a perfect spreadsheet. I started with ""I need to plan gifts"" and stumbled through details while navigating traffic.

The bigger picture:

This raises interesting questions about voice interfaces for hands-free moments. Most voice assistants feel like you have to phrase everything perfectly. But a tool that can handle conversational flow during a 20-minute drive, remember context across multiple tangents, accept corrections gracefully, and adapt recommendations? That's genuinely valuable.

Though apparently I still need to provide the social context that ""don't buy someone a gift from where they work.""

Today's question:

Could this same approach work for other planning challenges that happen during commute time? Trip itineraries that adapt to budget changes? Home renovation decisions that factor in conflicting priorities? And how many of those tasks will require similar social context corrections that AI can't infer on its own?

The bottom line:

I went into this expecting to maybe narrow down my options. I came out with a complete shopping strategy: specific stores to visit, product categories to explore, and a clear plan to avoid the gift-from-workplace disaster. Will I actually execute on it? Ask me after Thanksgiving. But for the first time in years, I'm not dreading the holiday shopping gauntlet.

And honestly? Being able to plan gifts while stuck in daycare pickup traffic instead of losing an entire evening to it feels like a genuine quality-of-life improvement. Even if I did have to teach the AI some gift-giving basics along the way.",,,
20,11/23/2025,https://www.linkedin.com/pulse/hands-on-nano-banana-pro-context-cartoons-guardrails-kimberly-bella-0sfxc,"Hands-on with ""Nano Banana Pro"": Context, Cartoons, and Guardrails","Tool tested: Google Gemini 3 Pro Image (internally codenamed ""Nano Banana Pro"") - Cost: Part of Gemini Advanced subscription ($19.99/month) - Time spent: About 30 minutes before hitting the usage limit - Success level: Impressive context understanding, interesting guardrails","Yesterday's experiment started with a simple goal: test whether Google's latest image model understands context or just follows instructions. The results revealed both a massive leap forward in AI's ability to infer what you actually want, and the increasingly strict rules about what it's allowed to give you.

The Context Test

I uploaded a photo of a sweater on a mannequin. Nothing fancy, just a design with a mountain scene on it. My request? ""Cartoon moose wearing this sweater.""

The model didn't just slap the sweater texture onto a moose floating in white space. It placed the moose inside a cozy log cabin with wood paneling and warm lighting. I never mentioned a cabin. The AI looked at the mountain motif on the sweater, made the connection that mountains equal cozy cabin vibes, and built an entire scene around it.

That's the kind of context understanding that makes you stop and think. Previous models required you to spell out every detail. This one looked at a sweater and thought ""I know exactly what kind of scene this belongs in.""

The Identity Wall

Feeling confident, I decided to push the personalization angle. I uploaded a selfie and asked Gemini to make the moose look more like me.

Hard stop.

I'm designed to be a helpful and harmless AI assistant, and that includes being mindful of how I represent individuals. Creating a cartoon moose that looks 'more like you' could potentially lead to unintended or stereotypical depictions, which I want to avoid.

However, I can definitely make other creative adjustments to the image if you have something else in mind! For example, would you like to:

Change the background?
Have the moose wearing different accessories?
Alter the moose's expression or pose? Let me know what other fun ideas you have!

The phrasing is fascinating. ""Unintended or stereotypical depictions."" The guardrails aren't just about preventing deepfakes anymore. This one seems to be about avoiding any transformation that could be seen as reducing a human identity to cartoon characteristics. Fair enough. The line between fun cartoon and potential offense is probably thinner than we'd like to admit.

The Workaround

So I pivoted. Instead of merging me into the moose, I asked to add myself to the scene next to the moose. This worked perfectly. It generated a genuinely good cartoon version of me, sitting right there in the log cabin with my moose buddy. Same facial features, same general vibe, just cartoonified.

The distinction is telling. The AI can create cartoon versions of real people. It just won't blend human identities with non-human forms. That's a very specific guardrail, and probably a smart one.

The Upgrade Push

Here's something the marketing materials don't emphasize: you'll hit your Nano Banana Pro usage limit faster than you'd expect on the free tier. I got through maybe 3 generations before getting the ""you've reached your limit"" message and had to finish the experiment today. It was that good though, and I want to try and do more, so I upgraded. If you're planning to use this for actual creative work rather than occasional experiments, you'll need to be strategic about your requests.

What This Reveals

The good news: prompt engineering is becoming less necessary. The model genuinely understands context and can infer what you probably want from minimal instruction. That cabin scene proved it understands visual storytelling, not just object placement.

The friction: as these tools get better at seeing and understanding us, the rules about how they can use our images are getting stricter. Every request that involves human faces now runs through multiple safety checks. Some of those checks seem overly cautious (cartoon moose with my features), while others make perfect sense (no deepfake potential).

The Bottom Line

Nano Banana Pro feels significantly faster and smarter than previous iterations. The contextual understanding is genuinely impressive. But between the strict guardrails and the surprisingly low usage limits, it's clear this is still a tool finding its balance between capability and control.

For casual experiments and specific creative tasks, it's excellent. For anyone expecting unlimited creative freedom or high-volume generation, you'll need to adjust your expectations. The future of AI image generation isn't just about what's technically possible anymore. It's about what we've collectively decided is acceptable.

And honestly? After seeing how quickly it understood that mountain sweater belonged in a cabin, I'm okay with trading some flexibility for that level of contextual intelligence. Even if I can't get my moose-self portrait.

Article content",,,
21,11/24/2025,https://www.linkedin.com/pulse/trapped-chat-why-i-rebuilt-my-claude-app-gemini-3-kimberly-bella-w2vnc,Trapped in the Chat: Why I Rebuilt My Claude App in Gemini 3,Tool tested: Gemini 3,"We often talk about ""Vendor Lock-in"" with enterprise software, but I recently discovered a new flavor of it: ""Prompt Lock-in.""

I recently wrote a post about building a ""Juicy Word Finder"" for my second grader using Claude. As I detailed then, the experience was incredible. The concept was simple: she types in a boring word (like ""said""), and the app suggests ""juicier"" modifiers (like ""exclaimed"" or ""whispered"").

Because Claude is ""smart"" and dynamic, the app it built was essentially a window into a supercomputer. It could access a near-infinite vocabulary. If my daughter typed in a complex or obscure word, the AI backend could handle it instantly.

The Problem: The Ferrari in the Garage 

But as I moved from ""building"" to ""sharing,"" I hit a wall. When I asked, ""How do I put this on my website?"" the answer was a list of technical hurdles.

Because the app relied on Claude’s live ""brain"" to function, I couldn't just copy-paste it. To share it with friends or put it on my site, I would have needed to set up a React environment, generate an API key, and pay for usage. I had built a Ferrari, but I couldn't take it out of the garage. It was an amazing tool that was completely stuck inside the chat window.

The Gemini Shift: ""Dumbing It Down"" to Ship It 

I took the exact same concept to Gemini, but with a new constraint. I didn't just ask for the app; I asked for code I could actually deploy to my GoDaddy website.

Gemini took a completely different architectural approach. Instead of building a tool that ""thinks"" every time you click a button, it built a static app. It wrote a self-contained list of words and definitions directly into the JavaScript code.

The Trade-off 

The Gemini version wasn't infinite. In fact, on the first test run, the app didn't even know the word ""fun.""

Me: ""It doesn't know 'fun'.""
Gemini: ""Updating the internal library now...""

I had to manually ask it to expand the library of words. It was technically ""dumber"" than the Claude version because it wasn't connected to a live AI brain.

The Lesson 

But here is the win: It was portable. Because it didn't need an API key or a backend server, I could copy-paste the code directly onto my site and share it with my family immediately.

There is a massive difference between a Prototype (what I built in Claude) and a Product (what I shipped with Gemini). Sometimes, you have to sacrifice the ""infinite intelligence"" of the model to get something tangible you can actually use.",,,
22,12/3/2025,https://www.linkedin.com/pulse/when-wine-list-becomes-logic-puzzle-kimberly-bella-bcczc,When a Wine List Becomes a Logic Puzzle,Tool: ChatGPT - Where to Find It: chat.openai.com - Cost: Free tier available; Plus subscription ($20/month) for enhanced features,"Last week I went to a newly opened speakeasy and ordered a glass of white wine. The server who was young, friendly, but clearly new, admitted he hadn’t tasted any of the wines yet and neither had the bartenders, so they couldn’t tell me which ones were dry. I took a gamble on one with ""blanc"" in the name, chose poorly, and spent the evening with a glass of something I strongly disliked.

Tonight, faced with another wine list and determined not to repeat the mistake, I ran a small GenAI experiment: could ChatGPT help me predict which of the white wines would be the driest just from the menu?

I snapped a quick photo of the list and asked. The model broke down each varietal by typical dryness levels, explaining why Sauvignon Blanc and Albariño lean bone-dry, why Vinho Verde is dry but softer, and why Riesling labeled Spätlese is always going to skew sweet. It also flagged that Vouvray can be dry or off-dry (an important nuance I wish last week’s glass had come with).

What I appreciated most wasn’t just the answer but speed, clarity and the reasoning behind it. Instead of guessing, I understood why certain grapes, regions, and styles are predictably dry. The info was structured, had just enough detail for me to grasp quickly and made a solid recommendation. I double-checked with the bartender, who confirmed the guidance, and I ended up with a wine I genuinely liked.

This is the kind of everyday decision where GenAI shines: no drama, no over-engineering, just quick context that upgrades a small but meaningful choice. If last week’s experience was a reminder that “trial and error” can be unnecessarily costly (in both dollars and palate pain), tonight proved that a little well-timed intelligence can make even a simple glass of wine a lot better.","Ever end up with a glass of wine you really don’t like because no one could tell you whether it was dry, off-dry, or something in between?

That happened to me last week at a newly-opened speakeasy. The young server was honest, neither he nor the bartender had tasted all of the wines yet, so I picked one at random and immediately regretted it.

This week I tried something smarter.

I snapped a photo of the wine list and asked ChatGPT which options were the driest. The model broke down each grape and region, explained what typically indicates dryness, and even highlighted nuances like “Vouvray can be dry or off-dry depending on the style.” I verified with the bartender, ordered with confidence, and this time actually liked what I was drinking.

It wasn’t a big decision. But it was a tiny example of how GenAI can quietly improve everyday choices when you use it intentionally, not for shortcuts, but for clarity.

This is the latest story in my Daily(ish) GenAI Experiments series: small tests, real outcomes, and a lot of learning along the way.",,
